,Suburb,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Price
27478,Avondale Heights,3,h,9.5,3.0,1.0,2.0,540.0,,,Western Metropolitan,881000.0
27479,Avondale Heights,4,h,9.5,4.0,2.0,2.0,,185.0,1980.0,Western Metropolitan,950000.0
27480,Avondale Heights,4,h,9.5,4.0,2.0,1.0,604.0,141.0,1970.0,Western Metropolitan,1068000.0
27481,Balaclava,1,u,6.4,,,,,,,Southern Metropolitan,387000.0
27482,Balaclava,2,t,6.4,,,,,,,Southern Metropolitan,990000.0
27483,Balwyn,2,u,7.9,,,,,,,Southern Metropolitan,780000.0
27484,Balwyn,4,h,7.9,4.0,3.0,2.0,1561.0,,1915.0,Southern Metropolitan,5650000.0
27485,Balwyn,2,h,7.9,2.0,1.0,1.0,,,,Southern Metropolitan,2330000.0
27487,Balwyn,3,h,7.9,3.0,1.0,,889.0,,,Southern Metropolitan,2010000.0
27488,Balwyn,2,u,7.9,,,,,,,Southern Metropolitan,800000.0
27489,Balwyn,3,t,7.9,,,,,,,Southern Metropolitan,1675000.0
27490,Balwyn North,3,t,9.7,,,,,,,Southern Metropolitan,1010000.0
27491,Balwyn North,3,t,9.7,,,,,,,Southern Metropolitan,1320000.0
27492,Balwyn North,4,h,9.7,4.0,2.0,4.0,664.0,,,Southern Metropolitan,1930000.0
27493,Balwyn North,5,h,9.7,5.0,4.0,4.0,660.0,461.0,2012.0,Southern Metropolitan,4050000.0
27494,Balwyn North,4,h,9.7,4.0,1.0,2.0,665.0,,,Southern Metropolitan,1800000.0
27495,Balwyn North,4,h,9.7,4.0,2.0,2.0,662.0,,,Southern Metropolitan,1720000.0
27497,Balwyn North,3,h,9.7,3.0,1.0,1.0,835.0,120.0,,Southern Metropolitan,1950000.0
27498,Balwyn North,3,h,9.7,3.0,2.0,2.0,,,,Southern Metropolitan,3160000.0
27499,Balwyn North,4,h,9.7,4.0,3.0,3.0,,300.0,1955.0,Southern Metropolitan,2890000.0
27501,Balwyn North,4,h,9.7,4.0,2.0,2.0,835.0,,,Southern Metropolitan,2275000.0
27502,Bayswater,5,h,23.2,5.0,2.0,2.0,,,,Eastern Metropolitan,875000.0
27503,Bayswater North,4,h,23.2,4.0,2.0,2.0,791.0,,,Eastern Metropolitan,800000.0
27504,Beaumaris,2,u,17.3,,,,,,,Southern Metropolitan,677000.0
27505,Beaumaris,4,t,17.3,4.0,2.0,4.0,,,,Southern Metropolitan,1500000.0
27506,Beaumaris,2,t,17.3,2.0,1.0,4.0,,,,Southern Metropolitan,925000.0
27507,Beaumaris,3,t,17.3,3.0,2.0,2.0,,,,Southern Metropolitan,1817500.0
27509,Beaumaris,5,h,17.3,5.0,2.0,2.0,,376.0,2000.0,Southern Metropolitan,1950000.0
27510,Beaumaris,4,h,17.3,4.0,3.0,3.0,,40.0,,Southern Metropolitan,2225000.0
27511,Bentleigh,3,t,11.4,,,,,,,Southern Metropolitan,1190000.0
27512,Bentleigh,2,u,11.4,,,,,,,Southern Metropolitan,770000.0
27513,Bentleigh,3,t,11.4,3.0,2.0,2.0,,,,Southern Metropolitan,1220000.0
27514,Bentleigh,3,h,11.4,3.0,2.0,3.0,,,,Southern Metropolitan,1395000.0
27515,Bentleigh,4,t,11.4,4.0,3.0,3.0,,269.0,2012.0,Southern Metropolitan,1370000.0
27516,Bentleigh East,3,h,13.8,,,,,,,Southern Metropolitan,875000.0
27517,Bentleigh East,4,t,13.8,4.0,3.0,2.0,,,,Southern Metropolitan,1250000.0
27518,Bentleigh East,2,h,13.8,,,,,,,Southern Metropolitan,890000.0
27519,Bentleigh East,2,u,13.8,,,,,,,Southern Metropolitan,700000.0
27520,Bentleigh East,5,h,13.8,5.0,2.0,2.0,,,1960.0,Southern Metropolitan,1260000.0
27522,Bentleigh East,4,t,13.8,,,,,,,Southern Metropolitan,1400000.0
27524,Bentleigh East,4,t,13.8,4.0,2.0,2.0,,220.0,2013.0,Southern Metropolitan,1300000.0
27525,Bentleigh East,3,t,13.8,3.0,2.0,1.0,,,,Southern Metropolitan,1085000.0
27526,Bentleigh East,4,h,13.8,4.0,2.0,2.0,581.0,206.0,2013.0,Southern Metropolitan,1640000.0
27527,Bentleigh East,3,t,13.8,3.0,2.0,2.0,162.0,129.0,,Southern Metropolitan,850000.0
27528,Bentleigh East,3,h,13.8,3.0,1.0,3.0,,,,Southern Metropolitan,1305000.0
27530,Berwick,3,h,35.2,,,,,,,Eastern Victoria,630000.0
27531,Berwick,3,h,35.2,3.0,2.0,2.0,,,,Eastern Victoria,560000.0
27532,Black Rock,2,h,17.3,2.0,1.0,1.0,,,,Southern Metropolitan,790000.0
27537,Blackburn,3,h,13.4,,,,,,,Eastern Metropolitan,1300500.0
27538,Blackburn,3,t,13.4,,,,,,,Eastern Metropolitan,800000.0
27541,Blackburn South,4,h,13.4,4.0,2.0,2.0,,,1978.0,Eastern Metropolitan,1065000.0
27545,Bonbeach,3,u,27.0,,,,,,,South-Eastern Metropolitan,772000.0
27546,Botanic Ridge,4,h,34.7,4.0,2.0,2.0,629.0,223.0,2010.0,South-Eastern Metropolitan,750000.0
27547,Box Hill,4,h,10.9,4.0,2.0,1.0,,,,Eastern Metropolitan,1635000.0
27548,Box Hill,2,t,10.9,,,,,,,Eastern Metropolitan,820000.0
27549,Braybrook,4,t,8.6,,,,,,,Western Metropolitan,760000.0
27550,Brighton,2,u,10.5,,,,,,,Southern Metropolitan,621000.0
27551,Brighton,2,u,10.5,,,,,,,Southern Metropolitan,650000.0
27553,Brighton,3,t,10.5,,,,,,,Southern Metropolitan,1085000.0
27554,Brighton,5,h,10.5,5.0,2.0,2.0,624.0,,1901.0,Southern Metropolitan,3300000.0
27557,Brighton,3,t,10.5,,,,,,,Southern Metropolitan,1060000.0
27558,Brighton,5,h,10.5,5.0,3.0,4.0,662.0,513.0,2005.0,Southern Metropolitan,5150000.0
27559,Brighton,2,u,10.5,,,,,,,Southern Metropolitan,650000.0
27560,Brighton,2,t,10.5,,,,,,,Southern Metropolitan,2550000.0
27563,Brighton East,4,t,10.3,4.0,4.0,4.0,832.0,836.0,,Southern Metropolitan,2530000.0
27564,Brighton East,3,t,10.3,3.0,2.0,2.0,217.0,0.0,2000.0,Southern Metropolitan,950000.0
27565,Brighton East,4,h,10.3,4.0,3.0,2.0,692.0,335.0,2012.0,Southern Metropolitan,2800000.0
27566,Brighton East,3,t,10.3,3.0,3.0,2.0,,226.0,2017.0,Southern Metropolitan,2100000.0
27567,Brighton East,6,h,10.3,6.0,6.0,4.0,847.0,,,Southern Metropolitan,3210000.0
27569,Brighton East,4,h,10.3,4.0,3.0,4.0,,464.0,2005.0,Southern Metropolitan,3320000.0
27571,Brighton East,2,h,10.3,2.0,2.0,2.0,306.0,,,Southern Metropolitan,1330000.0
27574,Brighton East,6,h,10.3,6.0,3.0,2.0,,,,Southern Metropolitan,2370000.0
27575,Broadmeadows,4,t,14.0,,,,,,,Northern Metropolitan,575000.0
27577,Broadmeadows,2,u,14.0,,,,,,,Northern Metropolitan,320000.0
27578,Brooklyn,3,t,6.4,,,,,,,Western Metropolitan,682500.0
27579,Brooklyn,3,t,6.4,,,,,,,Western Metropolitan,640000.0
27580,Brooklyn,3,h,6.4,3.0,1.0,1.0,,,,Western Metropolitan,860000.0
27581,Brunswick,4,h,5.2,4.0,1.0,2.0,220.0,,,Northern Metropolitan,1360000.0
27583,Brunswick,4,h,5.2,4.0,2.0,1.0,464.0,161.0,1925.0,Northern Metropolitan,1470000.0
27584,Brunswick East,5,h,4.0,5.0,4.0,2.0,216.0,298.0,2001.0,Northern Metropolitan,1475000.0
27585,Brunswick East,4,h,4.0,4.0,3.0,2.0,451.0,220.0,1950.0,Northern Metropolitan,1895000.0
27586,Brunswick West,3,u,5.2,,,,,,,Northern Metropolitan,690000.0
27587,Brunswick West,2,u,5.2,2.0,1.0,1.0,5497.0,0.0,2011.0,Northern Metropolitan,420500.0
27588,Brunswick West,2,u,5.2,,,,,,,Northern Metropolitan,395000.0
27589,Brunswick West,2,u,5.2,,,,,,,Northern Metropolitan,420000.0
27590,Brunswick West,3,h,5.2,3.0,1.0,,424.0,,,Northern Metropolitan,1050000.0
27591,Brunswick West,4,h,5.2,4.0,1.0,3.0,685.0,,,Northern Metropolitan,1336500.0
27592,Brunswick West,4,t,5.2,,,,,,,Northern Metropolitan,730000.0
27593,Bulla,3,h,22.9,3.0,1.0,5.0,,,,Western Metropolitan,665000.0
27595,Bulleen,5,h,10.8,5.0,3.0,2.0,,,,Eastern Metropolitan,1748000.0
27597,Bulleen,4,h,10.8,4.0,2.0,3.0,668.0,170.0,1898.0,Eastern Metropolitan,1225000.0
27598,Bullengarook,6,h,45.9,6.0,4.0,5.0,,386.0,1983.0,Northern Victoria,1430000.0
27599,Bundoora,3,h,12.1,3.0,2.0,2.0,,,1930.0,Northern Metropolitan,880000.0
27600,Bundoora,3,h,12.1,3.0,2.0,1.0,,,1984.0,Northern Metropolitan,800000.0
27601,Bundoora,3,h,12.1,3.0,2.0,2.0,609.0,132.0,1970.0,Northern Metropolitan,820500.0
27602,Bundoora,4,h,12.1,4.0,2.0,2.0,594.0,,,Northern Metropolitan,855000.0
27603,Bundoora,3,h,12.1,3.0,2.0,4.0,,,,Northern Metropolitan,910000.0
27604,Bundoora,3,h,12.1,3.0,2.0,4.0,,,1980.0,Northern Metropolitan,853000.0
27606,Bundoora,4,h,12.1,,,,,,,Northern Metropolitan,800888.0
27608,Bundoora,2,u,12.1,,,,,,,Northern Metropolitan,380000.0
27609,Bundoora,4,h,12.1,4.0,2.0,2.0,,,,Northern Metropolitan,1300000.0
27610,Burnley,2,u,2.4,,,,,,,Northern Metropolitan,556000.0
27612,Burwood,3,h,10.4,3.0,1.0,2.0,654.0,,,Southern Metropolitan,1200000.0
27614,Burwood,3,h,10.4,3.0,1.0,3.0,739.0,115.0,1960.0,Southern Metropolitan,1300000.0
27615,Burwood East,3,h,14.7,3.0,2.0,2.0,536.0,150.0,1960.0,Eastern Metropolitan,970000.0
27617,Camberwell,3,u,7.7,,,,,,,Southern Metropolitan,902500.0
27618,Camberwell,4,h,7.7,4.0,3.0,2.0,,,,Southern Metropolitan,1950000.0
27619,Camberwell,5,h,7.7,5.0,2.0,3.0,572.0,215.0,1918.0,Southern Metropolitan,2230000.0
27620,Camberwell,4,t,7.7,4.0,3.0,2.0,342.0,268.0,,Southern Metropolitan,1890000.0
27621,Campbellfield,3,h,16.6,3.0,1.0,2.0,595.0,,,Northern Metropolitan,668000.0
27622,Canterbury,4,h,8.4,,,,,,,Southern Metropolitan,1820000.0
27623,Canterbury,5,h,8.4,5.0,3.0,3.0,1053.0,313.0,1925.0,Southern Metropolitan,3230000.0
27625,Canterbury,5,h,8.4,5.0,4.0,3.0,,350.0,1975.0,Southern Metropolitan,4125000.0
27627,Carnegie,1,u,10.1,,,,,,,Southern Metropolitan,350000.0
27628,Carnegie,3,t,10.1,3.0,2.0,2.0,276.0,,1999.0,Southern Metropolitan,1260000.0
27629,Carrum,4,h,31.2,4.0,1.0,3.0,987.0,0.0,1960.0,South-Eastern Metropolitan,980000.0
27630,Carrum Downs,3,h,34.9,3.0,2.0,1.0,559.0,138.0,1995.0,South-Eastern Metropolitan,560000.0
27632,Caulfield North,2,u,7.8,,,,,,,Southern Metropolitan,630000.0
27633,Caulfield North,2,u,7.8,,,,,,,Southern Metropolitan,550000.0
27634,Caulfield North,4,h,7.8,4.0,2.0,3.0,,308.0,1935.0,Southern Metropolitan,3630000.0
27636,Caulfield North,1,u,7.8,,,,,,,Southern Metropolitan,285000.0
27637,Caulfield North,1,u,7.8,,,,,,,Southern Metropolitan,420000.0
27638,Caulfield North,2,u,7.8,,,,,,,Southern Metropolitan,590250.0
27639,Caulfield North,3,u,7.8,,,,,,,Southern Metropolitan,756000.0
27641,Chadstone,2,u,11.7,,,,,,,Southern Metropolitan,520000.0
27643,Chadstone,4,h,11.7,4.0,1.0,1.0,737.0,101.0,1960.0,Southern Metropolitan,1150000.0
27644,Chelsea,2,h,27.0,2.0,1.0,1.0,172.0,,,South-Eastern Metropolitan,501000.0
27645,Chelsea,4,t,27.0,,,,,,,South-Eastern Metropolitan,946000.0
27646,Chelsea,2,u,27.0,,,,,,,South-Eastern Metropolitan,535000.0
27647,Cheltenham,5,h,17.9,5.0,2.0,3.0,557.0,166.0,1950.0,Southern Metropolitan,1495000.0
27648,Cheltenham,4,h,17.9,4.0,2.0,2.0,,,,Southern Metropolitan,1205000.0
27649,Cheltenham,4,h,17.9,4.0,2.0,1.0,,,,Southern Metropolitan,1100000.0
27650,Chirnside Park,3,h,27.1,,,,,,,Eastern Victoria,715000.0
27651,Clarinda,3,u,17.5,,,,,,,South-Eastern Metropolitan,661000.0
27652,Clayton,4,h,16.7,4.0,1.0,3.0,705.0,,,South-Eastern Metropolitan,1163000.0
27655,Clayton South,3,h,17.5,3.0,1.0,2.0,719.0,,,South-Eastern Metropolitan,881000.0
27658,Clifton Hill,3,h,3.6,3.0,3.0,1.0,,,,Northern Metropolitan,942500.0
27659,Clifton Hill,3,h,3.6,3.0,2.0,1.0,299.0,,1920.0,Northern Metropolitan,1600000.0
27661,Coburg,4,h,6.7,4.0,2.0,2.0,402.0,,,Northern Metropolitan,1380000.0
27662,Coburg,3,h,6.7,3.0,1.0,2.0,391.0,122.0,1940.0,Northern Metropolitan,970000.0
27663,Coburg,3,h,6.7,,,,,,,Northern Metropolitan,1631000.0
27664,Coburg,3,h,6.7,,,,,,,Northern Metropolitan,770000.0
27665,Coburg,2,h,6.7,2.0,1.0,1.0,,,,Northern Metropolitan,975000.0
27668,Coburg,3,h,6.7,3.0,1.0,2.0,426.0,,,Northern Metropolitan,1151000.0
27669,Coburg,3,h,6.7,3.0,1.0,1.0,278.0,120.0,1910.0,Northern Metropolitan,935000.0
27670,Coburg,2,h,6.7,2.0,1.0,1.0,368.0,,,Northern Metropolitan,870000.0
27671,Coburg North,3,t,6.7,3.0,2.0,2.0,,116.0,2014.0,Northern Metropolitan,735000.0
27672,Coldstream,3,h,33.0,3.0,2.0,6.0,859.0,,1980.0,Eastern Victoria,630000.0
27673,Collingwood,3,h,2.0,3.0,2.0,1.0,151.0,120.0,1890.0,Northern Metropolitan,1460000.0
27674,Craigieburn,3,h,20.6,3.0,2.0,2.0,610.0,131.0,1980.0,Northern Metropolitan,600000.0
27675,Craigieburn,3,h,20.6,3.0,2.0,1.0,320.0,112.0,2008.0,Northern Metropolitan,468000.0
27676,Craigieburn,4,h,20.6,4.0,2.0,2.0,538.0,179.0,2010.0,Northern Metropolitan,616000.0
27677,Craigieburn,4,h,20.6,4.0,2.0,2.0,400.0,144.0,2011.0,Northern Metropolitan,583000.0
27678,Craigieburn,4,h,20.6,4.0,2.0,2.0,400.0,,2015.0,Northern Metropolitan,580000.0
27679,Craigieburn,3,h,20.6,,,,,,,Northern Metropolitan,513000.0
27680,Craigieburn,4,h,20.6,4.0,2.0,2.0,,,,Northern Metropolitan,600000.0
27681,Craigieburn,3,t,20.6,3.0,2.0,1.0,179.0,130.0,2015.0,Northern Metropolitan,470000.0
27682,Craigieburn,4,h,20.6,4.0,1.0,2.0,691.0,,,Northern Metropolitan,585000.0
27683,Craigieburn,4,h,20.6,4.0,2.0,2.0,398.0,,,Northern Metropolitan,660000.0
27684,Craigieburn,4,h,20.6,,,,,,,Northern Metropolitan,665000.0
27685,Craigieburn,3,h,20.6,3.0,1.0,3.0,693.0,144.0,1970.0,Northern Metropolitan,615000.0
27686,Cremorne,2,h,2.4,2.0,1.0,1.0,4452.0,,,Northern Metropolitan,945000.0
27688,Croydon,5,h,23.0,5.0,2.0,2.0,,240.0,1950.0,Eastern Metropolitan,965000.0
27689,Croydon,3,h,23.0,3.0,1.0,1.0,864.0,,,Eastern Metropolitan,995000.0
27691,Croydon,5,h,23.0,5.0,3.0,2.0,,,,Eastern Metropolitan,900000.0
27692,Croydon,4,h,23.0,,,,,,,Eastern Metropolitan,1320000.0
27694,Croydon Hills,4,h,23.0,4.0,2.0,2.0,,,,Eastern Metropolitan,1040000.0
27695,Croydon North,4,h,23.0,4.0,2.0,2.0,,,,Eastern Metropolitan,870000.0
27696,Croydon South,3,h,23.0,3.0,1.0,1.0,,,,Eastern Metropolitan,850000.0
27697,Dallas,3,h,14.0,3.0,1.0,1.0,1038.0,,,Northern Metropolitan,452000.0
27698,Dallas,3,h,14.0,3.0,1.0,1.0,,,1970.0,Northern Metropolitan,446000.0
27699,Dallas,3,h,14.0,3.0,1.0,1.0,588.0,94.0,1960.0,Northern Metropolitan,475000.0
27700,Dallas,3,h,14.0,3.0,1.0,1.0,614.0,110.0,1965.0,Northern Metropolitan,505500.0
27701,Dandenong,2,u,24.7,,,,,,,South-Eastern Metropolitan,393000.0
27702,Dandenong,3,h,24.7,3.0,2.0,4.0,,134.0,1950.0,South-Eastern Metropolitan,687000.0
27703,Dandenong North,4,h,24.7,4.0,3.0,2.0,650.0,,,South-Eastern Metropolitan,723000.0
27705,Deepdene,3,h,7.9,3.0,2.0,2.0,819.0,,1920.0,Southern Metropolitan,2250000.0
27706,Deer Park,3,h,14.8,3.0,1.0,4.0,,112.0,1950.0,Western Metropolitan,680000.0
27709,Diamond Creek,3,h,21.8,3.0,2.0,2.0,,144.0,1985.0,Northern Victoria,827000.0
27710,Dingley Village,5,h,22.2,5.0,2.0,2.0,,,1970.0,South-Eastern Metropolitan,1050000.0
27711,Dingley Village,5,h,22.2,5.0,3.0,2.0,620.0,,,South-Eastern Metropolitan,1105000.0
27713,Doncaster,4,h,12.4,4.0,2.0,2.0,634.0,,,Eastern Metropolitan,1325000.0
27714,Doncaster East,3,u,14.3,,,,,,,Eastern Metropolitan,780000.0
27715,Doncaster East,3,h,14.3,3.0,2.0,,392.0,,,Eastern Metropolitan,865000.0
27716,Doncaster East,4,h,14.3,4.0,2.0,2.0,1036.0,,,Eastern Metropolitan,1927000.0
27717,Doncaster East,3,h,14.3,3.0,1.0,1.0,,160.0,1970.0,Eastern Metropolitan,1325000.0
27718,Doncaster East,3,h,14.3,3.0,2.0,2.0,513.0,117.0,1995.0,Eastern Metropolitan,905000.0
27721,Donvale,5,h,16.1,5.0,2.0,2.0,704.0,280.0,1994.0,Eastern Metropolitan,1440000.0
27724,Doreen,4,h,25.9,4.0,2.0,2.0,511.0,173.0,2011.0,Northern Victoria,570000.0
27725,Doveton,3,h,28.8,3.0,1.0,1.0,,98.0,1970.0,South-Eastern Metropolitan,600000.0
27726,Eaglemont,3,h,8.9,,,,,,,Eastern Metropolitan,1288000.0
27728,Edithvale,3,h,27.0,,,,,,,South-Eastern Metropolitan,670000.0
27729,Edithvale,3,h,27.0,3.0,2.0,2.0,612.0,153.0,,South-Eastern Metropolitan,1000000.0
27731,Eltham,3,h,18.0,,,,,,,Eastern Metropolitan,777500.0
27732,Elwood,2,u,7.2,,,,,,,Southern Metropolitan,425000.0
27733,Elwood,5,h,7.2,5.0,3.0,2.0,433.0,138.0,1910.0,Southern Metropolitan,3200000.0
27734,Elwood,3,u,7.2,,,,,,,Southern Metropolitan,942000.0
27736,Elwood,2,u,7.2,,,,,,,Southern Metropolitan,655000.0
27739,Essendon,2,u,7.5,,,,,,,Western Metropolitan,475000.0
27740,Essendon,3,t,7.5,,,,,,,Western Metropolitan,820000.0
27741,Essendon,1,u,7.5,,,,,,,Western Metropolitan,322000.0
27742,Essendon,3,t,7.5,3.0,2.0,2.0,,145.0,1990.0,Western Metropolitan,880000.0
27743,Essendon,3,h,7.5,3.0,1.0,2.0,572.0,111.0,1950.0,Western Metropolitan,1110000.0
27744,Essendon,5,h,7.5,5.0,3.0,6.0,,152.0,1910.0,Western Metropolitan,1560000.0
27745,Essendon,3,t,7.5,,,,,,,Western Metropolitan,1100000.0
27746,Essendon,4,h,7.5,4.0,2.0,3.0,766.0,277.0,1920.0,Western Metropolitan,2455000.0
27747,Essendon,4,h,7.5,4.0,2.0,2.0,,,,Western Metropolitan,1420000.0
27748,Essendon,4,h,7.5,4.0,3.0,2.0,,,,Western Metropolitan,2600000.0
27750,Essendon,2,u,7.5,,,,,,,Western Metropolitan,440000.0
27751,Essendon,6,h,7.5,6.0,3.0,5.0,1212.0,329.0,1970.0,Western Metropolitan,2500000.0
27752,Essendon,3,h,7.5,3.0,1.0,1.0,324.0,,,Western Metropolitan,1275000.0
27753,Essendon North,4,h,8.2,4.0,1.0,1.0,889.0,,,Western Metropolitan,1540000.0
27754,Essendon North,3,h,8.2,3.0,2.0,2.0,337.0,153.0,1940.0,Western Metropolitan,820000.0
27755,Essendon West,4,h,7.5,4.0,2.0,2.0,809.0,270.0,,Western Metropolitan,1655000.0
27757,Fairfield,3,h,5.7,3.0,2.0,2.0,338.0,,,Northern Metropolitan,1225000.0
27758,Fawkner,3,h,13.1,3.0,1.0,2.0,632.0,,,Northern Metropolitan,710000.0
27759,Fawkner,3,h,13.1,3.0,1.0,4.0,616.0,95.0,1960.0,Northern Metropolitan,645000.0
27760,Fawkner,3,h,13.1,3.0,1.0,3.0,639.0,,,Northern Metropolitan,910000.0
27761,Fawkner,3,h,13.1,3.0,1.0,1.0,690.0,,,Northern Metropolitan,830000.0
27762,Fawkner,3,t,13.1,3.0,1.0,1.0,642.0,123.0,2008.0,Northern Metropolitan,542000.0
27763,Ferntree Gully,3,h,24.8,3.0,2.0,3.0,1059.0,109.0,1956.0,Eastern Metropolitan,725000.0
27764,Ferntree Gully,4,h,24.8,4.0,2.0,5.0,900.0,246.0,1991.0,Eastern Metropolitan,940000.0
27767,Fitzroy,2,u,2.1,,,,,,,Northern Metropolitan,790000.0
27768,Fitzroy,3,h,2.1,3.0,2.0,0.0,506.0,88.0,1880.0,Northern Metropolitan,1305000.0
27770,Fitzroy,1,u,2.1,,,,,,,Northern Metropolitan,472500.0
27771,Fitzroy North,2,h,3.6,2.0,1.0,,147.0,,,Northern Metropolitan,1370000.0
27772,Fitzroy North,4,h,3.6,4.0,2.0,1.0,,178.0,1910.0,Northern Metropolitan,2630000.0
27774,Fitzroy North,2,h,3.6,2.0,1.0,0.0,186.0,97.0,1890.0,Northern Metropolitan,1450000.0
27775,Fitzroy North,2,u,3.6,,,,,,,Northern Metropolitan,782000.0
27776,Flemington,2,h,3.4,2.0,1.0,1.0,234.0,110.0,1890.0,Northern Metropolitan,1175000.0
27777,Footscray,3,h,5.1,3.0,1.0,1.0,,,,Western Metropolitan,940000.0
27778,Footscray,4,h,5.1,4.0,1.0,4.0,594.0,134.0,1900.0,Western Metropolitan,1420000.0
27779,Footscray,3,h,5.1,3.0,1.0,2.0,,104.0,1940.0,Western Metropolitan,890000.0
27780,Footscray,3,h,5.1,3.0,2.0,,147.0,,,Western Metropolitan,975000.0
27781,Forest Hill,4,h,15.4,4.0,2.0,2.0,,167.0,1970.0,Eastern Metropolitan,1015000.0
27786,Frankston,3,h,38.0,3.0,2.0,2.0,594.0,3.0,,South-Eastern Metropolitan,700000.0
27787,Frankston,3,u,38.0,,,,,,,South-Eastern Metropolitan,610000.0
27789,Frankston North,4,h,36.9,4.0,2.0,2.0,599.0,137.0,1960.0,Eastern Victoria,595000.0
27790,Frankston South,4,h,38.0,4.0,2.0,2.0,773.0,,,South-Eastern Metropolitan,737500.0
27791,Frankston South,3,h,38.0,3.0,2.0,2.0,,166.0,2000.0,South-Eastern Metropolitan,686000.0
27792,Frankston South,3,h,38.0,3.0,1.0,4.0,706.0,,,South-Eastern Metropolitan,682000.0
27793,Gisborne,3,h,45.9,3.0,2.0,2.0,5018.0,,,Northern Victoria,1100000.0
27794,Gladstone Park,3,h,12.9,3.0,1.0,1.0,561.0,,,Western Metropolitan,590000.0
27795,Gladstone Park,3,h,12.9,3.0,1.0,4.0,549.0,114.0,1980.0,Western Metropolitan,650000.0
27796,Gladstone Park,3,h,12.9,3.0,1.0,2.0,,117.0,1985.0,Western Metropolitan,651000.0
27797,Glen Iris,5,h,7.3,5.0,2.0,2.0,718.0,280.0,1990.0,Southern Metropolitan,2625000.0
27799,Glen Iris,3,u,7.3,,,,,,,Southern Metropolitan,1105000.0
27800,Glen Iris,3,h,7.3,3.0,2.0,4.0,1021.0,135.0,1970.0,Southern Metropolitan,1845000.0
27801,Glen Iris,2,u,7.3,,,,,,,Southern Metropolitan,1150000.0
27804,Glen Iris,3,h,7.3,3.0,1.0,2.0,,,,Southern Metropolitan,2412000.0
27806,Glen Iris,4,h,7.3,4.0,2.0,2.0,706.0,275.0,1900.0,Southern Metropolitan,2640000.0
27807,Glen Iris,5,h,7.3,5.0,3.0,4.0,,,2000.0,Southern Metropolitan,2300000.0
27808,Glen Iris,4,h,7.3,4.0,2.0,2.0,,216.0,1980.0,Southern Metropolitan,2001000.0
27809,Glen Waverley,5,h,16.7,5.0,3.0,2.0,,305.0,1995.0,Eastern Metropolitan,1670000.0
27812,Glen Waverley,3,h,16.7,3.0,1.0,1.0,729.0,108.0,1960.0,Eastern Metropolitan,2380000.0
27814,Glen Waverley,4,h,16.7,4.0,2.0,4.0,732.0,,,Eastern Metropolitan,1150000.0
27815,Glen Waverley,4,t,16.7,4.0,2.0,2.0,,,,Eastern Metropolitan,1250000.0
27816,Glen Waverley,3,u,16.7,,,,,,,Eastern Metropolitan,1018000.0
27817,Glen Waverley,3,u,16.7,,,,,,,Eastern Metropolitan,1250000.0
27819,Glen Waverley,5,h,16.7,5.0,3.0,2.0,745.0,288.0,2004.0,Eastern Metropolitan,2202000.0
27820,Glen Waverley,3,h,16.7,3.0,2.0,2.0,725.0,,,Eastern Metropolitan,1605000.0
27822,Glen Waverley,3,h,16.7,3.0,2.0,2.0,759.0,,,Eastern Metropolitan,1600000.0
27824,Glen Waverley,4,h,16.7,4.0,2.0,2.0,,,,Eastern Metropolitan,1328800.0
27825,Glenroy,3,h,11.2,3.0,1.0,2.0,800.0,,,Northern Metropolitan,1000000.0
27826,Glenroy,4,h,11.2,4.0,2.0,4.0,697.0,,,Northern Metropolitan,1030000.0
27827,Glenroy,4,t,11.2,,,,,,,Northern Metropolitan,745000.0
27828,Glenroy,5,h,11.2,5.0,2.0,4.0,653.0,,,Northern Metropolitan,861960.0
27829,Glenroy,3,h,11.2,3.0,1.0,2.0,799.0,,,Northern Metropolitan,1171000.0
27830,Glenroy,3,h,11.2,3.0,1.0,1.0,439.0,,,Northern Metropolitan,611000.0
27831,Glenroy,2,h,11.2,2.0,1.0,2.0,173.0,,,Northern Metropolitan,512000.0
27833,Glenroy,2,t,11.2,,,,,,,Northern Metropolitan,530000.0
27835,Greensborough,3,h,16.1,3.0,2.0,2.0,359.0,153.0,2011.0,Northern Metropolitan,750000.0
27837,Greensborough,3,h,16.1,3.0,1.0,1.0,,,,Northern Metropolitan,743000.0
27838,Greensborough,2,u,16.1,,,,,,,Northern Metropolitan,500000.0
27839,Greensborough,4,h,16.1,4.0,2.0,2.0,,,,Northern Metropolitan,1221000.0
27840,Greensborough,3,h,16.1,3.0,2.0,2.0,820.0,,,Northern Metropolitan,905000.0
27841,Greenvale,3,h,20.4,3.0,2.0,2.0,790.0,193.0,1990.0,Northern Metropolitan,715000.0
27842,Greenvale,4,h,20.4,4.0,2.0,2.0,4007.0,,,Northern Metropolitan,1210000.0
27843,Greenvale,5,h,20.4,5.0,2.0,2.0,981.0,301.0,1990.0,Northern Metropolitan,1020000.0
27844,Hadfield,3,t,11.2,,,,,,,Northern Metropolitan,716000.0
27845,Hampton,2,h,13.8,,,,,,,Southern Metropolitan,940000.0
27847,Hampton,5,h,13.8,5.0,2.0,4.0,1088.0,324.0,1990.0,Southern Metropolitan,4500000.0
27848,Hampton,3,h,13.8,3.0,2.0,2.0,604.0,,,Southern Metropolitan,2390000.0
